工作名称,地址,薪资,经验要求,学历要求,技能要求,联系人,公司名,公司相关信息,公司福利,详情页url
数据分析岗(J10684),北京/大兴区/亦庄,6-8K·15薪,在校/应届,本科,数据分析/商业分析经验,郑宇辰/HR,北汽新能源,汽车生产/已上市/1000-9999人,年终奖/补充医疗保险/定期体检/免费班车/员工旅游/五险一金/带薪年假/餐补/通讯补贴/交通补助/节日福利/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.80&securityId=jYdTtzEYotkJ7-v1zqHKICaf-pf5T5hRfagyuoZRhSlMazrQYpH-m7cL7RShKcGo0GYzHSR_b__4QOUdEUtXCaw1H0bLLKKID9104ZAKJEkJJM-7CFyjZO9SC1XsBqYItsjbiXS0HA~~
数据分析——应届生,北京/朝阳区/国贸,8-10K,经验不限,学历不限,Tableau/SQL/Python,李莉/HR,仲量联行,咨询/已上市/10000人以上,零食下午茶/五险一金/定期体检/带薪年假/年终奖/节日福利/通讯补贴/补充医疗保险,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.81&securityId=3q6N1F76MG6Hh-U13azw5q4MfBxk9S-12WcmT2eSzR81FJP9DTNmh313W-o7KEG92aN57jQG5ufwEYnw1NdEvBQzh6wz_Csy7fojHvd2t1mvBzYKPBe3u_X8eh05HaYZpATjV7-1TckM
数据分析与挖掘工程师,北京//,12-15K·16薪,在校/应届,硕士,Python/Java/SQL/深度学习算法/机器学习算法/Hbase,吴波/hr,轩宇空间,信息安全/不需要融资/100-499人,五险一金/定期体检/年终奖/补充医疗保险,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.82&securityId=dZIOh8KAzTTZ--k1GmrRWaOq75a_7LMLYBPvC76SIasCuXUijG3joLMHua5CuevX9Fo-ncfvCT1EgfZqe-kITW1E_YsLglCCGdCi58urakTe6eCtNaEUfaw1x9klQLALVHe52XU~
数据分析师,北京/朝阳区/酒仙桥,200-310元/天,,本科,Pandas/Matlab/NumPy/Matplotlib/多元统计分析/信度分析/参数检验/因子分析,王先生/数据挖掘专家,奇虎360,互联网/已上市/1000-9999人,五险一金/补充医疗保险/年终奖/零食下午茶/节日福利/带薪年假/股票期权/餐补/包吃/定期体检/免费班车/交通补助,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.83&securityId=1Oh67IuMXzXm_-h1m5egCUk7BVH_NIlM_EkKQAkNmaXKC8GaAGhlqVywyhutStegXwzjotecpDYNMkEPr1H6BpABcahQ7Mr6Iin123rPcRTXP_gocCis0_3T6OHZwi58T5IStg~~
数据分析师,北京/大兴区/亦庄,15-20K,在校/应届,硕士,SQL/Python/Java/Excel/R/SPSS,王衡/招聘者,京东集团,电子商务/已上市/10000人以上,节日福利/员工旅游/定期体检/餐补/股票期权/补充医疗保险/带薪年假/免费班车/交通补助/年终奖/零食下午茶/五险一金/包吃,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.84&securityId=F6U3m9SddCkIP-K1gMPI9s6JzC-9oyxHLN_1IZ4xnroLMjrCxoF6chxhcek-nWkm1TdW4xu6aA_5IYtCeJXhnKQq0Bf8irDO1aDWdAxxPP7PlFPPI97k-vCxJtgyElMun44hIhgN3w~~
数据分析师,北京/海淀区/上地,250-350元/天,,本科,Excel/Python/业务分析/SQL,李婷婷/数据分析师,快手,社交网络/已上市/10000人以上,补充医疗保险/股票期权/带薪年假/定期体检/节日福利/五险一金/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.85&securityId=Ju_zoR423U6Ew-C1hdla2yCNENKQHMc_MogOym7QlzvVfa303VGK9JaGMaWZLEX1Qjv-2rxYeAQcTw11dzcWKHzLiqtsyya04ZdhkAmggHazlnZ8-PdxIn3LVO_kcjOiVaHbPK4~
数据分析师,北京/海淀区/回龙观,290-300元/天,,本科,SQL/Excel/Python,王婷婷/数据科学与智能部,滴滴,移动互联网/D轮及以上/1000-9999人,定期体检/五险一金/补充医疗保险,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.86&securityId=rDlp6ALnU4M5b-J1_shXqxZICDDbcHQAVmnAPSTuunJseImizGxwlmCbvIaupJv4d_5sT4BGfRfrY-vWIGXQFLAEeHTHUWjy5H_xfrG7jVvNmHcWbQFfK4BDS2-KmqJ8Ay6-SaOpmfQ~
数据分析师,北京/海淀区/上地,240-300元/天,,本科,SQL/Excel/描述统计/Python,卓越/数据分析师,滴滴出行,移动互联网/D轮及以上/1000-9999人,定期体检/补充医疗保险/年终奖/股票期权/免费班车/节日福利/五险一金/带薪年假/交通补助/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.87&securityId=UtEGOHMqi07pR-c1fs9eTWl6mXWS-LqSXm1-tKsH_VjqmdAxM2uy8KcmWggJCXrXs8G6HKGIPOvoZwjzOSY4Tf3Y0ghi4Z9l6PbBsY0WvSBGc1lrnmbo3_zER7MQSmxLJs-O-tWU3Q~~
资深数据分析,北京//,30-50K,经验不限,学历不限,Python/SQL/决策树/SAS,郭先生/猎头顾问,某500强上市公司,信息安全/已上市/1000-9999人,节日福利/通讯补贴/定期体检/员工旅游/补充医疗保险/年终奖/带薪年假/餐补/五险一金/全勤奖/交通补助/加班补助,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.88&securityId=YQcHk1vu3weYp-q1CFCrWfktf0edOdVzVdVcSQHAuPs224wHeDTwuCkbmcaNEnfLxEnqAcHQ24rK45tCGL_u7xR69mzo8DTVsgNbU2-LchPy_p_08KDcpJ9_agPBJoD6AOs0HDDCy6g~
数据分析（实习）,北京/海淀区/中关村,180-200元/天,,本科,SQL/Excel,姜芳/数据分析,途家网,互联网/D轮及以上/500-999人,员工旅游/定期体检/五险一金/节日福利/带薪年假/餐补/股票期权/补充医疗保险,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.89&securityId=oaMU_iDo-lWUN-H15wSnXPsMVtxEAc5oOi4HHWSmdH3uxzWGoBdWgYAJfZkVuKab-r3CIBeO-RDuTThZcJvkkj0s-BdG7SbjZxSAsvZu3HwZx4XDFIk4wKVHljokqJ_MnCLIFvU~
数据分析师,北京/朝阳区/太阳宫,150-200元/天,,本科,SQL/Python/Tableau,王小禾/数据分析师,BOSS直聘,人力资源服务/已上市/1000-9999人,带薪年假/五险一金/定期体检/餐补/员工旅游/节日福利/补充医疗保险/年终奖/交通补助/加班补助/股票期权/住房补贴,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.90&securityId=LdAh5fF6R9e0O-i1Csl8UQ4CbdV6PfDfv8vJYKALYySC7wQU2WPu8PYL4AGEDeM-kh2Csa8GMo306V7N8-W2Z3M5rSdQn7Vx4K5shYzJijgVSY_-Vuj9c6SOJ73XEjGOFzrTCw~~
董事会管培生（数据分析方向）,北京/海淀区/西北旺,8-12K,在校/应届,本科,Java/Python/SQL/相关分析/Excel,李良珺/HR,北京千喜鹤,生活服务/未融资/10000人以上,五险一金/年终奖/加班补助/员工旅游/通讯补贴/住房补贴/节日福利/带薪年假/包吃/交通补助/餐补,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.91&securityId=WJz4yEeHlD4fj-r1aI864IfBiEG72kc_RQE5zjKriyqOaxyCUPo4er-hJuQFLRLNFZYj1t7OKIGkQpAYKc1p2DL0GbzpvF1-tfEYBtdnBvx8LlNGReCccllBPzp8fFZN6AT8TMP6
数据分析师,北京/大兴区/亦庄,200-250元/天,,本科,SQL/BI/相关分析,杨女士/数据分析师,京东世纪贸易有限公司,互联网/已上市/10000人以上,补充医疗保险/年终奖/餐补/定期体检/五险一金/全勤奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.92&securityId=E66n7C2z2cEXK-B1UYbYPzuMyf1CtvRUr4MuBUupGSG_nHKsXALXF9oY2LLtUgXvc8xDDeJjbrEo04grTtQeLP4F_gqXHbV05s3ryUKbJ4lWIdC4MZlIpM6KLEyRYBcK0r7agysT9w~~
数据分析（实习）,北京/朝阳区/左家庄,100-110元/天,,本科,Python/SQL/Excel/Tableau/R,王先生/资深商业策略分析师,微博,互联网/已上市/1000-9999人,免费班车/年终奖/节日福利/定期体检/补充医疗保险/餐补/五险一金/带薪年假,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.93&securityId=FAE7PPEJmixwy-p1LUYq_LL5hj0FoeKTvUKn93TDyjDV0Tc4y32UscYi9fyw7fbclAMynTQEQt0zGAkqyRkVqEbqnaJgNqYLKRlWBhAocwqlf8_XDngWRjby2cBugf23q6UNlWYv
数据分析师,北京/大兴区/亦庄,100-200元/天,,本科,Python/SQL,刘先生/招聘者,京东科技集团,互联网/不需要融资/1000-9999人,餐补/补充医疗保险/五险一金/免费班车,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.94&securityId=sxN7Ip3x3LCYi-k10Yil-6q_Qt2iFwJgIj6LO0HQ6BpVZN83HDw--K6tiR5vDdqyV_GKPIKJmZEWZgTUE696ooCEQg9DN4og0rcoAEgsNo8qGuexyDaIwVsAOC9_hMc7R9bX-BfVeDg7
数据分析工程师,北京//,200-300元/天,,本科,Python/机器学习经验/自然语言处理经验/数据分析/数据挖掘/Python,黄乐/联合创始人 | 技术总监,掌数,信息安全/未融资/0-20人,五险一金/年终奖/零食下午茶/带薪年假/通讯补贴/股票期权/住房补贴/培训补贴,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.95&securityId=iy4Zn3SQvpyxF-u1eRki3FW2JG3rpTh1FFFHKCjMcLGdCwOsjSIf5Kb0XbYcNfpjkHbvvLbmk3pFla2ZfXrXwIHzXmOP8DWd2QFpfxGrzNIcV5e4jfs2LNS6RG-k8F02cHisj89NiXI~
数据分析-实习生,北京/朝阳区/望京,200-250元/天,,硕士,Python/R/数据分析/挖掘经验/数学/统计相关专业,张立荣/体验研究总监,谷雨互动智能,企业服务/天使轮/0-20人,全勤奖/股票期权/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.96&securityId=QmntSPgpJCcfe-L1ZcVkxEuMCd7IovOuebzsw2zRdFuv0B5S9_gX71c8kHtn_xSZH4Z7UrflhLh7wTBieXvOJsr1AmD1K_U3h6DS1Fia0FtqwC_luKTjDYuPcReHAuGaFNjGOChpy3KR
数据分析实习生,北京/大兴区/亦庄,200-250元/天,,硕士,Java/Python/SPSS/Tableau/R/Matlab,包女士/招聘经理,BOE,计算机软件/已上市/10000人以上,加班补助/节日福利/全勤奖/年终奖/带薪年假/五险一金/餐补/包吃,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.97&securityId=mSoeiyAZBYYaG-61gx4Bit4wr6Tjni-2p_Ly9msMPkE-7zA0H8znP3fFlaN3zzY2Y2csKgMXjgBqAtMBHOzlAX2njfDsRuK-Chh_rBA07g4pSn6TqBFyW-tlO-cA6UvYt0VgGkVreg~~
数据分析实习生,北京/朝阳区/来广营,200-250元/天,,硕士,Python/SAS/Matlab,朱女士/招聘,一零跃动,互联网/不需要融资/1000-9999人,补充医疗保险/年终奖/定期体检/员工旅游/带薪年假/零食下午茶/餐补/节日福利/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.98&securityId=WaKIRZLOhpUgg-X1Ytj27ENxj39BxWiTUAvlKz6gX6oZJ4YN5HE4H2Fcn0ShJHw-KvoE6bU5krm-wEYeK_4aGAFm77Fep2_SoZSpcslOdNf6EagO0-GpXrILVp53C3AilI0aI8JXy4k~
数据分析实习生,北京/海淀区/西北旺,220-260元/天,,本科,Python/SQL/Excel,刘凤霞/数据分析,网易云音乐,音乐/视频/阅读/B轮/500-999人,五险一金/定期体检/包吃/员工旅游/免费班车/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.99&securityId=aWjG3SfHaYPN8-M1K2WJua050Heol3-4BMPYfVKlTcY5TUCMoPqbQEzHOU-VQZhucvtNYjw_9Gdnmk45XTNeuSigEo557wPYeofrcqUK_KLkBh2wWy8KAIMqSiFA4yIWkh_ddmOJfg~~
数据分析实习生,北京/朝阳区/大望路,100-120元/天,,本科,数据处理,朱大培/招聘者,中金云金融,互联网金融/A轮/20-99人,带薪年假/补充医疗保险/员工旅游/五险一金/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.100&securityId=KCMRwqtbIRPUA-k1XYdxjEq82in6peSHy6BJJYc_nm2Uw4fwOP4C_S1wsGuFdp4_UYB0cm5-5sMArsqV1ZH2k5jpb-MS663dIN6wAOy0Ur2KhKRElX7M5JoutD-EczjSC3rn
数据分析工程师,北京/海淀区/马连洼,240-250元/天,,硕士,SQL/Python/数学/统计相关专业/数据分析/挖掘经验/机器学习建模经验/数据科学/机器学习/统计学,黄彦博/高级数据分析工程师,百度,互联网/已上市/10000人以上,交通补助/节日福利/餐补/加班补助/零食下午茶/娱乐健身/住房补贴/带薪年假/定期体检/通讯补贴/免费班车/补充医疗保险/年终奖/五险一金/员工旅游,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.101&securityId=nfEZDgrQ8BQLH-H1kfFnTkT2F9Zcyj2NwYchNSqZXLpmONko2O-vKp7AYovtyeAUWE_UNoaA5WNBqwrX61ieqFM2AKq0atgbNelSFJb9d0gy-LNnzVc1z5p74nLYuO4G03Pr
数据分析实习生,北京/朝阳区/常营,200-250元/天,,本科,数据分析/挖掘经验/计算机相关专业/Python,金女士/HR,遥领医疗科技,医疗健康/A轮/20-99人,交通补助/股票期权/带薪年假/餐补/节日福利/五险一金/通讯补贴,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.102&securityId=UGy7s52B7NCa2-31RMYTYy9-t57RDT0IegJiz5QiymDLxtZF_muDiwAwXhVi9C3JbPfL4gj00VmiPSI8bL19VWvQE2bGK8bxDioYHagoeScS20eE0p1iVAb6PBQ10Hb1AkIUizfKAQ~~
数据分析实习生,北京/朝阳区/亚运村,120-150元/天,,本科,Python/Power BI/Excel/责任心强、善沟通/mysql,谭女士/行政,瓜豆星球,新闻/出版/不需要融资/0-20人,员工旅游/带薪年假/年终奖/五险一金,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.103&securityId=BCPllaFD-nIii-y1WThCbW6wtjfePKuo187Huv0-7Nk21JqugtIo0xbazgJ5UBTtDPLYfsqtxer_oUxL9iAcBLjpT2MklvqVeMay26XEvloXoRHntntk064waDdYZhzvWqviP6mS6LRZ
数据分析实习生,北京/朝阳区/望京,150-200元/天,,本科,SQL/数据分析,孙女士/招聘者,雪球公司,互联网金融/D轮及以上/500-999人,五险一金/节日福利/交通补助/零食下午茶/通讯补贴/年终奖/股票期权/补充医疗保险/员工旅游/餐补/定期体检/带薪年假,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.104&securityId=B0whHXRkQ59IG-G10IR6i_2Rt2Py_Cybznp273URjlT5N6SxvsFqL24je67WdJRFTn2EyvnIjTkh8K2EK83v39DvjDwro_KWBuBrJ8ZStvRogKHiS2Zb2Z03w8EP7exP_dKCpJM~
数据分析实习生,北京/西城区/德外大街,120-160元/天,,本科,Excel,江亚军/HR,数智工场,数据服务/天使轮/20-99人,五险一金/带薪年假/零食下午茶/年终奖/员工旅游/定期体检/节日福利/股票期权,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.105&securityId=yRGHgQ8uaNF20-z1JB_UVJIU_y_3aQHWlfUXSsO292DkGTW7btrKUV5UaHczNDFNRTYzX9BWtcbQbOZ9MCR6MgdFsOyAT5fe6qE7HNwj-CO4rzZp7y7CEfLZuP06KQEOj-EffSELHQ~~
数据分析实习生,北京/昌平区/回龙观,400-800元/天,,硕士,多元统计分析/A/B测试/变现数据指标/商业变现,黄维/CEO,中传聚看,互联网/未融资/100-499人,年终奖/五险一金/员工旅游/餐补/定期体检/零食下午茶/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.106&securityId=374XmuVmHHZRx-o1b-gjxVKlI7iensjw_9Izpr8N8xjRnZg_tHc00Am7lmykKPP12AlrvOtDZ3U3Dh0OEU83pKW3obeoJQHr_UltW_UauTKQV-YAfqcetjq06YnwGr-7sGGGGNMrgxUP
数据分析实习生,北京/朝阳区/呼家楼,250-310元/天,,本科,Tableau/SQL/Excel/Salesforce/参数检验,林燕芳/HRM,众信联保,其他专业服务//20-99人,五险一金/补充医疗保险/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.107&securityId=S9ndLa-GrQ6MR-g14Xp8qb94a9cM5WkcavBdHldCRtSgqw_MPg6Q2Y6cgpzCPZnttjpRhLV57buIF9jfvNe3KBdRBmv_61_IehMuJIwlshZaxbQ0-FzuYswoe6GY-j_rY98HxF5sQm21
数据分析实习生,北京/海淀区/北太平庄,150-200元/天,,本科,SQL/Python/Excel/Tableau/Pandas/Hive/Power BI/Hadoop,岑润哲/产品总监,数势科技,企业服务/A轮/100-499人,五险一金/零食下午茶/股票期权/节日福利/带薪年假/年终奖/出差补助,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.108&securityId=Vj9SVceNEyP9A-H1VEPvaSZwKXHJsh1Ptc3VYXZANgrzmQhU3AX3wV3LXJstMBlgwKaifNpRyy7-pPGFprQ_ulSqRCbuZmyabbjyH-8ky8HnRdco5XNngFFpfuh12UrR0g7lttsBwjH2
数据分析实习生,北京/大兴区/亦庄,150-160元/天,,硕士,SQL/Python,刘女士/招聘经理,金风科技,计算机软件/已上市/1000-9999人,五险一金/包吃/年终奖/节日福利/带薪年假/餐补/免费班车/补充医疗保险/定期体检,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.109&securityId=UcvKqcHCiPDWj-m1OGi4S9ZwydPIT0UXCJma_52YWmWaJ9d23x3xXVtY7PNA2IOzuypRxHHEwwWXFEyz5GJciyTrpsXh9NA8GB8cKPzOoxwF-s1suhuIj591U8-RFpPxfjQ-afOT1A~~
数据分析实习生,北京/海淀区/清河,200-400元/天,,本科,数据分析/商业分析/SQL/Python/计算广告,高先生/资深数据分析师,快手,互联网/已上市/1000-9999人,交通补助/零食下午茶/年终奖/五险一金/补充医疗保险/带薪年假/住房补贴/餐补/节日福利/加班补助/包吃,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.110&securityId=C9-5IpKPgkhXF-N15Dy076OXWiuuFkdCb14Qg5SjNu2Go_p3jJOtPX8b7PnxmbDZuLPkg-oKJUuyo6Zv_OJrojk1rIlJ8Xukrzp8YI61yfVXWlSM2xFBGPYDXgvSmXTJeWw0aqpv3Q~~
数据分析实习生,北京/朝阳区/朝外,180-220元/天,,硕士,Tableau/Python/SQL/回归分析/聚类分析/决策树,郑丹楠/产品经理,SandStar视达,计算机软件/B轮/100-499人,餐补/五险一金/节日福利/员工旅游/包吃/带薪年假/通讯补贴/年终奖/交通补助/加班补助/定期体检/股票期权/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.111&securityId=NsmG_3JGWD5NP-I1ySjikRzGV-mw4IM44o-GXs4UeRNvYf-oOn02WoI55mGJaz2lp6jI35uj6dwa_zFsZxoZbtrXkF8Fzhw7XtHl2XVH01aZlESnFiWMNGIhZu40zbADiHK7weDohs4Z
数据分析实习生,北京/海淀区/西北旺,200-250元/天,,本科,Python/SQL/聚类分析/R,宋女士/数据分析师,腾讯科技(北京)公司,移动互联网/已上市/10000人以上,五险一金/节日福利/定期体检/免费班车/加班补助/包吃/零食下午茶/补充医疗保险/餐补,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.112&securityId=agEBImf21IPNG-g1wddtdbq6omt7pKegyWwvzEmtYT-62SBLWfxd0_lNvmbH5xn9eXvVzLOf0mXtFRP4XY-MCxvupuMl9hKEq9_oYOfSznTJnoC8zyqjzve1XHbLrL6pCt5DF84aPg~~
数据分析实习生,北京/海淀区/西北旺,200-250元/天,,本科,SQL/Python/Excel/R,陆先生/招聘HR,网易,移动互联网/已上市/10000人以上,五险一金/年终奖/定期体检/补充医疗保险/全勤奖/带薪年假/免费班车/包吃/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.113&securityId=-XUoGM7JrcJMK-C1tNxkVeRWkjevoW8ibq7ooqB3jSS2YrJPsliTjDzEd6QfSp0B4hIFihypuNEJ4hBSEccSwGLLIcgQ7zpL4l3YZACddkXUb_2EX64yL26bxCreDGvyOjrl0g~~
数据分析实习生,北京/海淀区/清河,200-250元/天,,硕士,SQL/相关分析/回归分析/因子分析/方差分析/决策树/聚类分析,王先生/hr,贝塔科技,移动互联网/D轮及以上/500-999人,股票期权/定期体检/包吃/五险一金/节日福利/补充医疗保险/带薪年假/年终奖/餐补/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.114&securityId=wyHQYDGJQ6kjo-k19MxMFE_D5u1mGvkrLmCRrLrMkMvlenswYG-qdsI-17r17nP02ebGYcG59GIoKfLtypU2UeTwH9eJG2ZwpWBJepK-vkl9xOTAC5q9RpOg71XkwE-lZaZgb8uQj4k~
数据分析实习生,北京/海淀区/西北旺,180-300元/天,,硕士,Python/SQL/回归分析/相关分析/SPSS/SAS/Excel/Pandas,许晨/产品总监,匡正信息技术,数据服务/未融资/20-99人,五险一金/有奖娱乐活动/带薪年假/加班补助/节日福利/零食下午茶/餐补/年终奖,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.115&securityId=EfNj8Lxr7BkpQ-T1eVDLh6AfL20dbLRa1TURNVvWXipI11w_UOW3DUfDWThPh3TVdEGgc1aA3l_xqy-kTBlQtq-JIJtzgDXQ2UDAYdvyH3dM3UHN48AIdPTO11lfCksv_8zqXe9qnvzh
实习生（数据分析）,北京/西城区/广安门,150-200元/天,,硕士,Java/Python/Spark/R,王亚明/HRBP经理,远光软件,计算机软件/已上市/1000-9999人,五险一金/餐补/定期体检/零食下午茶/意外险/年终奖/节日福利/通讯补贴/员工旅游/包吃/带薪年假/职业双通道,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.116&securityId=ds90eX964opBg-P1ucuMtvsWOiENLRk4tpUDJncYUWJgqh55U-uSSFfZRSLVHezuUZDnJREPmUptM-St0z9ty-SXyL1N4zf_gpmETH3rnkmQ8Hzo_JPz_Skukc5Ag2-3aevQb4gq
数据分析实习生,北京/朝阳区/团结湖,100-140元/天,,本科,Python/SQL/Tableau/Power BI,吴迪/人事招聘,拜耳(中国)有限公司,制药//10000人以上,,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.117&securityId=EDipIeexUGYPY--1wmFa42bVlShxnf1UESqJfsR18otdIaxoDouWChdQ77Xt45zMyMTsoksx4Y1jHVrpaWrXs36-vv0T93fzBXOVf3qX5CKrSOmg3X5F_dZlvUEUJZOp5qdwleaWPwU~
数据分析-策略分析,北京/大兴区/亦庄,15-28K·14薪,经验不限,学历不限,数据分析-策略分析,张咄/风控总监,致鑫科技,企业服务/未融资/100-499人,员工旅游/五险一金/年终奖/定期体检/节日福利/带薪年假/零食下午茶,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.118&securityId=NlWAoVbsZJNYe-m1iuB1XDYcQki1Rs31dzykN8pPbJtQ7E0Rfzprem0nR-x88kJJdN6Y8BfGMEmGK9SJ-hkDnwos2LDpwkg-fC9nfUfVYe2HUKk-VxHYpmcwknV5NhzoEO2Sq5nziRw~
数据分析实习生,北京/丰台区/宋家庄,150-200元/天,,本科,Python/Pandas,马建龙/产品经理,亿保创元,企业服务/A轮/20-99人,五险一金/零食下午茶/年终奖/员工旅游/股票期权,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.119&securityId=GJPSOrkToOeIW-a1GE55dYa2VmB4_Hinar92DDXn8w2YysLKnIjdmIZVWh-j8VSb1qI7oiIOmLjJKjxpVQZePK669s5tSUl442afGHRnr8ekscOjbRgzTX1i6JsAWIHBcnU_p8H-o1g~
数据分析实习生,北京/朝阳区/来广营,150-200元/天,,本科,Hive/Python/SQL,段女士/HR,北京新氧万维,互联网/已上市/1000-9999人,体检/五险一金/餐补/定期体检/补充医疗保险/加班补助/年终奖/员工旅游/股票期权/带薪年假/免费班车/节日福利,https://www.zhipin.com/job_detail/fe2af1bb664595dc1XRz29m_EVtX.html?lid=3AoHaVEK9Ia.search.120&securityId=Kd1Dyjx8NZUlb-q1Fx5KSrPliaLdn4RcAHYL5qY4Hh6pRKVSPsKkLUp5rnq96mKbJlgNoyqld5KkKzvWOjmctJKp8-1ivIihnF_mmgJrixCjUcfUfsMLFEj66fu2Jv9SMN64zobMl8o~
