商品名称,种类,鲜(干)货,市场名称,价格,采集时间
美味牛肝菌,野生菌,鲜货,南华市场,30.00,2016-08-28
香根菌,野生菌,鲜货,南华市场,75.00,2016-08-28
铜绿菌,野生菌,鲜货,南华市场,50.00,2016-08-28
白葱菌,野生菌,鲜货,南华市场,70.00,2016-08-28
松茸,野生菌,干货,南华市场,1600.00,2016-06-18
羊肚菌,野生菌,干货,南华市场,2600.00,2016-06-18
虎掌菌,野生菌,干货,南华市场,1000.00,2016-06-18
香菇,野生菌,干货,南华市场,240.00,2016-06-18
鸡枞菌,野生菌,干货,南华市场,340.00,2016-06-18
大红菇,野生菌,干货,南华市场,380.00,2016-06-18
黑牛肝菌,野生菌,干货,南华市场,290.00,2016-06-18
牛肝菌,野生菌,干货,南华市场,400.00,2016-06-18
鸡油菌,野生菌,干货,南华市场,280.00,2016-04-18
老人头,野生菌,干货,南华市场,290.00,2016-04-18
松茸,野生菌,干货,南华市场,1600.00,2016-03-05
羊肚菌,野生菌,干货,南华市场,2700.00,2016-03-05
虎掌菌,野生菌,干货,南华市场,1100.00,2016-03-05
香菇,野生菌,干货,南华市场,230.00,2016-03-05
鸡枞菌,野生菌,干货,南华市场,350.00,2016-03-05
鸡油菌,野生菌,干货,南华市场,250.00,2016-03-05
大红菇,野生菌,干货,南华市场,370.00,2016-03-05
老人头,野生菌,干货,南华市场,300.00,2016-03-05
黑牛肝菌,野生菌,干货,南华市场,300.00,2016-03-05
牛肝菌,野生菌,干货,南华市场,350.00,2016-03-05
松茸,野生菌,干货,南华市场,1400.00,2016-02-15
羊肚菌,野生菌,干货,南华市场,2700.00,2016-02-15
虎掌菌,野生菌,干货,南华市场,1000.00,2016-02-15
香菇,野生菌,干货,南华市场,200.00,2016-02-15
鸡枞菌,野生菌,干货,南华市场,270.00,2016-02-15
鸡油菌,野生菌,干货,南华市场,260.00,2016-02-15
大红菇,野生菌,干货,南华市场,280.00,2016-02-15
老人头,野生菌,干货,南华市场,280.00,2016-02-15
黑牛肝菌,野生菌,干货,南华市场,230.00,2016-02-15
牛肝菌,野生菌,干货,南华市场,300.00,2016-02-15
松茸,野生菌,干货,南华市场,1700.00,2016-01-04
虎掌菌,野生菌,干货,南华市场,1200.00,2016-01-04
香菇,野生菌,干货,南华市场,200.00,2016-01-04
羊肚菌,野生菌,干货,南华市场,2800.00,2016-01-04
黑牛肝菌,野生菌,干货,南华市场,230.00,2016-01-04
鸡枞菌,野生菌,干货,南华市场,290.00,2016-01-04
大红菇,野生菌,干货,南华市场,280.00,2016-01-04
牛肝菌,野生菌,干货,南华市场,360.00,2016-01-04
松茸,野生菌,干货,南华市场,1400.00,2015-11-30
羊肚菌,野生菌,干货,南华市场,2700.00,2015-11-30
虎掌菌,野生菌,干货,南华市场,1000.00,2015-11-30
香菇,野生菌,干货,南华市场,200.00,2015-11-30
鸡枞菌,野生菌,干货,南华市场,270.00,2015-11-30
大红菇,野生菌,干货,南华市场,280.00,2015-11-30
黑牛肝菌,野生菌,干货,南华市场,230.00,2015-11-30
牛肝菌,野生菌,干货,南华市场,300.00,2015-11-30
块菌,野生菌,鲜货,南华市场,380.00,2015-11-30
松茸,野生菌,干货,南华市场,1500.00,2015-10-21
羊肚菌,野生菌,干货,南华市场,2700.00,2015-10-21
虎掌菌,野生菌,干货,南华市场,1000.00,2015-10-21
香菇,野生菌,干货,南华市场,200.00,2015-10-21
鸡枞菌,野生菌,干货,南华市场,270.00,2015-10-21
大红菇,野生菌,干货,南华市场,280.00,2015-10-21
黑牛肝菌,野生菌,干货,南华市场,230.00,2015-10-21
牛肝菌,野生菌,干货,南华市场,280.00,2015-10-21
松茸,野生菌,鲜货,南华市场,500.00,2015-10-21
块菌,野生菌,鲜货,南华市场,350.00,2015-10-21
虎掌菌,野生菌,鲜货,南华市场,200.00,2015-10-21
干巴菌,野生菌,鲜货,南华市场,350.00,2015-10-21
红葱,野生菌,鲜货,南华市场,110.00,2015-09-29
白葱,野生菌,鲜货,南华市场,90.00,2015-09-29
牛肝菌,野生菌,鲜货,南华市场,40.00,2015-09-29
松茸,野生菌,鲜货,南华市场,320.00,2015-09-29
虎掌菌,野生菌,鲜货,南华市场,260.00,2015-09-29
鸡油菌,野生菌,鲜货,南华市场,65.00,2015-09-29
干巴菌,野生菌,鲜货,南华市场,320.00,2015-09-29
香根菌,野生菌,鲜货,南华市场,60.00,2015-09-29
青头菌,野生菌,鲜货,南华市场,60.00,2015-09-29
九月菇,野生菌,鲜货,南华市场,30.00,2015-09-29
红葱,野生菌,鲜货,南华市场,110.00,2015-09-21
白葱,野生菌,鲜货,南华市场,90.00,2015-09-21
牛肝菌,野生菌,鲜货,南华市场,30.00,2015-09-21
松茸,野生菌,鲜货,南华市场,320.00,2015-09-21
虎掌菌,野生菌,鲜货,南华市场,245.00,2015-09-21
鸡油菌,野生菌,鲜货,南华市场,60.00,2015-09-21
干巴菌,野生菌,鲜货,南华市场,320.00,2015-09-21
香根菌,野生菌,鲜货,南华市场,55.00,2015-09-21
青头菌,野生菌,鲜货,南华市场,60.00,2015-09-21
九月菇,野生菌,鲜货,南华市场,70.00,2015-09-21
红葱,野生菌,鲜货,南华市场,100.00,2015-09-07
白葱,野生菌,鲜货,南华市场,80.00,2015-09-07
松茸,野生菌,鲜货,南华市场,300.00,2015-09-07
牛肝菌,野生菌,鲜货,南华市场,25.00,2015-09-07
九月菇,野生菌,鲜货,南华市场,65.00,2015-09-07
青头菌,野生菌,鲜货,南华市场,35.00,2015-09-07
香根菌,野生菌,鲜货,南华市场,60.00,2015-09-07
黑牛肝菌,野生菌,鲜货,南华市场,40.00,2015-09-07
干巴菌,野生菌,鲜货,南华市场,320.00,2015-09-07
牛肝菌,野生菌,鲜货,南华市场,35.00,2015-08-07
白葱,野生菌,鲜货,南华市场,75.00,2015-08-07
红葱,野生菌,鲜货,南华市场,90.00,2015-08-07
干巴菌,野生菌,鲜货,南华市场,320.00,2015-08-07
鸡油菌,野生菌,鲜货,南华市场,110.00,2015-08-07
青头菌,野生菌,鲜货,南华市场,70.00,2015-08-07
香根菌,野生菌,鲜货,南华市场,65.00,2015-08-07
铜绿菌,野生菌,鲜货,南华市场,40.00,2015-08-07
九月菇,野生菌,鲜货,南华市场,65.00,2015-08-07
白葱,野生菌,鲜货,南华市场,70.00,2015-07-13
红葱,野生菌,鲜货,南华市场,80.00,2015-07-13
黑牛肝菌,野生菌,鲜货,南华市场,35.00,2015-07-13
青头菌（整菇）,野生菌,鲜货,南华市场,80.00,2015-07-13
铜绿菌,野生菌,鲜货,南华市场,60.00,2015-07-13
九月菇,野生菌,鲜货,南华市场,70.00,2015-07-13
干巴菌,野生菌,鲜货,南华市场,320.00,2015-07-13
鸡油菌,野生菌,鲜货,南华市场,110.00,2015-07-13
羊肚菌,野生菌,干货,昆明,2800.00,2015-05-26
白葱,野生菌,鲜货,昆明水木花市场,150.00,2015-05-26
红葱,野生菌,鲜货,昆明水木花市场,350.00,2015-05-26
牛肝菌C级,野生菌,速冻,南华市场,140.00,2015-05-26
牛肝菌B级,野生菌,速冻,南华市场,210.00,2015-05-26
牛肝菌A级,野生菌,速冻,南华市场,300.00,2015-05-26
牛肝菌WA2,野生菌,速冻,南华,225.00,2015-05-26
牛肝菌WA,野生菌,速冻,南华市场,480.00,2015-05-26
白葱,野生菌,鲜货,南华市场,260.00,2015-04-13
羊肚菌,野生菌,鲜货,南华市场,1200.00,2015-04-13
牛肝菌C级,野生菌,干货,南华市场,140.00,2015-04-13
牛肝菌WA2,野生菌,干货,南华市场,220.00,2015-04-13
牛肝菌碎片,野生菌,干货,南华市场,180.00,2015-04-13
牛肝菌水洗碎片,野生菌,干货,南华市场,200.00,2015-04-13
牛肝菌C2级,野生菌,干货,南华市场,140.00,2015-04-13
牛肝菌B级,野生菌,干货,南华市场,200.00,2015-04-13
块菌3-5cm,野生菌,鲜货,南华市场,420.00,2015-03-22
块菌5-7cm,野生菌,鲜货,南华市场,650.00,2015-03-22
牛肝菌A级,野生菌,干货,南华市场,260.00,2015-03-22
牛肝菌WA,野生菌,干货,南华市场,460.00,2015-03-22
松茸,野生菌,鲜货,南华市场,370.00,2014-11-14
干巴菌,野生菌,鲜货,南华市场,500.00,2014-11-03
牛肝菌,野生菌,鲜货,南华市场,100.00,2014-10-31
红葱,野生菌,鲜货,南华市场,125.00,2014-10-27
白葱,野生菌,鲜货,南华市场,65.00,2014-10-27
红葱,野生菌,鲜货,南华市场,120.00,2014-10-11
鸡枞,野生菌,鲜货,南华市场,160.00,2014-10-11
老人头,野生菌,鲜货,南华市场,80.00,2014-10-06
干巴菌,野生菌,鲜货,南华市场,460.00,2014-10-04
红葱,野生菌,鲜货,南华市场,150.00,2014-10-04
松茸,野生菌,鲜货,南华市场,500.00,2014-10-04
白葱,野生菌,鲜货,南华市场,100.00,2014-10-04
青头菌,野生菌,鲜货,南华市场,90.00,2014-10-04
牛肝菌,野生菌,鲜货,南华市场,77.00,2014-10-04
牛肝菌,野生菌,鲜货,南华市场,70.00,2014-10-03
青头菌,野生菌,鲜货,南华市场,88.00,2014-10-03
白葱,野生菌,鲜货,南华市场,110.00,2014-10-03
松茸,野生菌,鲜货,南华市场,550.00,2014-10-03
红葱,野生菌,鲜货,南华市场,160.00,2014-10-03
干巴菌,野生菌,鲜货,南华市场,455.00,2014-10-03
青头菌,野生菌,鲜货,南华市场,90.00,2014-10-03
鸡油菌,野生菌,鲜货,南华市场,145.00,2014-10-03
鸡油菌,野生菌,鲜货,南华市场,140.00,2014-10-02
青头菌,野生菌,鲜货,南华市场,88.00,2014-10-02
干巴菌,野生菌,鲜货,南华市场,450.00,2014-10-02
红葱,野生菌,鲜货,南华市场,155.00,2014-10-02
松茸,野生菌,鲜货,南华市场,555.00,2014-10-02
白葱,野生菌,鲜货,南华市场,100.00,2014-10-02
青头菌,野生菌,鲜货,南华市场,90.00,2014-10-02
老人头,野生菌,鲜货,南华市场,66.00,2014-10-02
牛肝菌,野生菌,鲜货,南华市场,66.00,2014-10-02
牛肝菌,野生菌,鲜货,南华市场,60.00,2014-10-02
老人头,野生菌,鲜货,南华市场,60.00,2014-10-02
青头菌,野生菌,鲜货,南华市场,80.00,2014-10-02
白葱,野生菌,鲜货,南华市场,90.00,2014-10-02
松茸,野生菌,鲜货,南华市场,550.00,2014-10-02
红葱,野生菌,鲜货,南华市场,160.00,2014-10-02
干巴菌,野生菌,鲜货,南华市场,460.00,2014-10-02
青头菌,野生菌,鲜货,南华市场,80.00,2014-10-02
鸡油菌,野生菌,鲜货,南华市场,138.00,2014-10-01
干巴菌,野生菌,鲜货,南华市场,488.00,2014-10-01
鸡枞,野生菌,鲜货,南华市场,165.00,2014-10-01
鸡枞,野生菌,鲜货,南华市场,160.00,2014-09-30
松茸,野生菌,鲜货,南华市场,550.00,2014-09-30
干巴菌,野生菌,鲜货,南华市场,480.00,2014-09-30
鸡油菌,野生菌,鲜货,南华市场,140.00,2014-09-30
块菌,野生菌,鲜货,南华市场,360.00,2014-09-30
青头菌,野生菌,鲜货,南华市场,60.00,2014-09-30
白葱,野生菌,鲜货,南华市场,60.00,2014-09-30
红葱,野生菌,鲜货,南华市场,120.00,2014-09-30
红葱,野生菌,鲜货,南华市场,230.00,2014-09-26
白葱,野生菌,鲜货,南华市场,150.00,2014-09-20
干巴菌,野生菌,鲜货,南华市场,320.00,2014-09-19
牛肝菌,野生菌,鲜货,南华市场,30.00,2014-09-19
鸡枞,野生菌,鲜货,南华市场,80.00,2014-09-19
红葱,野生菌,鲜货,南华市场,160.00,2014-09-19
青头菌,野生菌,鲜货,南华市场,30.00,2014-09-19
白葱,野生菌,鲜货,南华市场,130.00,2014-09-19
松茸,野生菌,鲜货,南华市场,145.00,2014-09-19
老人头,野生菌,鲜货,南华市场,40.00,2014-09-18
羊肚菌,野生菌,干货,南华市场,2700.00,2016-02-15
老人头,野生菌,鲜货,南华市场,70.00,2014-10-04
大红菇,野生菌,干货,南华市场,1200.00,2019-10-27
松茸,野生菌,鲜货,南华市场,400.00,2019-09-09
松茸,野生菌,干货,南华市场,1300.00,2018-12-08
木耳,野生菌,干货,南华市场,400.00,2018-04-16
羊肚菌,野生菌,,,2200.00,2018-02-22
香菇,野生菌,,,280.00,2018-01-10
松露,野生菌,,,260.00,2017-11-01
虎掌菌,野生菌,鲜货,南华市场,45.00,2017-08-12
鸡枞菌,野生菌,,,350.00,2016-05-05
鸡枞菌,野生菌,,,350.00,2016-05-05
干巴菌,野生菌,鲜货,南华市场,488.00,2014-10-01
鸡枞,野生菌,鲜货,南华市场,220.00,2014-09-20
美味牛肝菌,野生菌,鲜货,南华市场,40.00,2014-09-15
松茸,野生菌,鲜货,南华市场,120.00,2014-09-15
干巴菌,野生菌,鲜货,南华市场,270.00,2014-09-15
青头菌,野生菌,鲜货,南华市场,20.00,2014-09-15
红葱,野生菌,鲜货,南华市场,160.00,2014-09-15
白葱,野生菌,鲜货,南华市场,130.00,2014-09-15
黑牛肝菌,野生菌,鲜货,南华市场,80.00,2014-09-15
青头菌,野生菌,鲜货,南华市场,100.00,2014-08-27
白葱,野生菌,鲜货,南华市场,150.00,2014-08-27
红葱,野生菌,鲜货,南华市场,180.00,2014-08-27
鸡枞,野生菌,鲜货,南华市场,85.00,2014-08-27
黑牛肝菌,野生菌,鲜货,南华鲜菌市场,40.00,2014-08-26
青头菌,野生菌,鲜货,南华鲜菌市场,40.00,2014-08-26
白葱,野生菌,鲜货,南华鲜菌市场,180.00,2014-08-26
红葱,野生菌,鲜货,南华鲜菌市场,220.00,2014-08-26
松茸,野生菌,鲜货,南华鲜菌市场,160.00,2014-08-26
干巴菌,野生菌,鲜货,南华鲜菌市场,350.00,2014-08-26
鸡枞,野生菌,鲜货,南华鲜菌市场,120.00,2014-08-26
美味牛肝菌,野生菌,鲜货,南华市场,40.00,2014-08-23
松茸,野生菌,鲜货,南华市场,220.00,2014-08-23
红葱,野生菌,鲜货,南华市场,140.00,2014-08-23
白葱,野生菌,鲜货,南华市场,140.00,2014-08-23
鸡枞,野生菌,鲜货,南华市场,160.00,2014-08-23
干巴菌,野生菌,鲜货,南华市场,460.00,2014-08-23
黑牛肝菌,野生菌,鲜货,南华市场,90.00,2014-08-23
老人头,野生菌,鲜货,昆明木水花市场,200.00,2014-08-15
青头菌,野生菌,鲜货,昆明木水花市场,65.00,2014-08-15
干巴菌,野生菌,鲜货,昆明木水花市场,460.00,2014-08-15
松茸,野生菌,鲜货,昆明木水花市场,280.00,2014-08-15
鸡枞,野生菌,鲜货,昆明木水花市场,190.00,2014-08-15
松茸,野生菌,鲜货,昆明木水花市场,180.00,2014-08-13
青头菌,野生菌,鲜货,昆明木水花市场,100.00,2014-08-13
白葱,野生菌,鲜货,昆明木水花市场,130.00,2014-08-13
干巴菌,野生菌,鲜货,昆明木水花市场,450.00,2014-08-13
红葱,野生菌,鲜货,昆明木水花市场,200.00,2014-08-13
鸡枞,野生菌,鲜货,昆明木水花市场,280.00,2014-08-13
老人头,野生菌,鲜货,南华市场,50.00,2014-08-12
青头菌,野生菌,鲜货,南华市场,35.00,2014-08-12
老人头,野生菌,鲜货,南华市场,50.00,2014-08-12
干巴菌,野生菌,鲜货,南华市场,500.00,2014-08-12
黑牛肝菌,野生菌,鲜货,南华市场,50.00,2014-08-12
红葱,野生菌,鲜货,南华市场,140.00,2014-08-12
白葱,野生菌,鲜货,南华市场,90.00,2014-08-12
青头菌,野生菌,鲜货,南华市场,35.00,2014-08-12
鸡枞,野生菌,鲜货,南华市场,180.00,2014-08-12
松茸,野生菌,鲜货,南华市场,220.00,2014-08-12
松茸,野生菌,鲜货,昆明木水花市场,180.00,2014-08-06
青头菌,野生菌,鲜货,昆明木水花市场,100.00,2014-08-06
红葱,野生菌,鲜货,昆明木水花市场,180.00,2014-08-06
白葱,野生菌,鲜货,昆明木水花市场,130.00,2014-08-06
黑牛肝菌,野生菌,鲜货,昆明木水花市场,80.00,2014-08-06
干巴菌,野生菌,鲜货,昆明木水花市场,450.00,2014-08-06
鸡枞,野生菌,鲜货,昆明木水花市场,260.00,2014-08-06
老人头,野生菌,鲜货,南华市场,40.00,2014-08-04
干巴菌,野生菌,鲜货,南华市场,350.00,2014-08-04
红葱,野生菌,鲜货,南华市场,150.00,2014-08-04
白葱,野生菌,鲜货,南华市场,100.00,2014-08-04
青头菌,野生菌,鲜货,南华市场,30.00,2014-08-04
鸡枞,野生菌,鲜货,南华市场,140.00,2014-08-04
松茸,野生菌,鲜货,南华市场,200.00,2014-08-04
黑牛肝菌,野生菌,鲜货,昆明木水花市场,70.00,2014-08-04
干巴菌,野生菌,鲜货,昆明木水花市场,400.00,2014-08-04
松茸,野生菌,鲜货,昆明木水花市场,200.00,2014-08-04
青头菌,野生菌,鲜货,昆明木水花市场,100.00,2014-08-04
白葱,野生菌,鲜货,昆明木水花市场,130.00,2014-08-04
白葱,野生菌,鲜货,昆明木水花市场,130.00,2014-08-04
红葱,野生菌,鲜货,昆明木水花市场,220.00,2014-08-04
鸡枞,野生菌,鲜货,昆明木水花市场,280.00,2014-08-04
松茸,野生菌,鲜货,南华市场,200.00,2014-08-04
老人头,野生菌,鲜货,南华市场,30.00,2014-08-02
黑牛肝菌,野生菌,鲜货,南华市场,65.00,2014-08-02
鸡枞,野生菌,鲜货,南华市场,75.00,2014-08-02
红葱,野生菌,鲜货,南华市场,60.00,2014-08-02
青头菌,野生菌,鲜货,南华市场,40.00,2014-08-02
白葱,野生菌,鲜货,南华市场,60.00,2014-08-02
干巴菌,野生菌,鲜货,南华市场,320.00,2014-08-02
松茸,野生菌,鲜货,南华市场,150.00,2014-08-02
松茸,野生菌,鲜货,昆明木水花市场,200.00,2014-08-01
青头菌,野生菌,鲜货,昆明木水花市场,100.00,2014-08-01
白葱,野生菌,鲜货,昆明木水花市场,150.00,2014-08-01
红葱,野生菌,鲜货,昆明木水花市场,180.00,2014-08-01
鸡枞,野生菌,鲜货,昆明木水花市场,220.00,2014-08-01
老人头,野生菌,鲜货,南华市场,30.00,2014-07-31
黑牛肝菌,野生菌,鲜货,南华市场,30.00,2014-07-31
鸡枞,野生菌,鲜货,南华市场,75.00,2014-07-31
红葱,野生菌,鲜货,南华市场,60.00,2014-07-31
青头菌,野生菌,鲜货,南华市场,40.00,2014-07-31
白葱,野生菌,鲜货,南华市场,70.00,2014-07-31
干巴菌,野生菌,鲜货,南华市场,415.00,2014-07-31
松茸,野生菌,鲜货,南华市场,135.00,2014-07-31
干巴菌,野生菌,鲜货,南华市场,415.00,2014-07-30
松茸,野生菌,鲜货,南华市场,135.00,2014-07-30
松茸,野生菌,鲜货,昆明木水花野生鲜菌价格,200.00,2014-07-30
青头菌,野生菌,鲜货,昆明木水花野生鲜菌价格,100.00,2014-07-30
白葱,野生菌,鲜货,昆明木水花野生鲜菌价格,130.00,2014-07-30
红葱,野生菌,鲜货,昆明木水花野生鲜菌价格,160.00,2014-07-30
鸡枞,野生菌,鲜货,昆明木水花野生鲜菌价格,200.00,2014-07-30
美味牛肝菌,野生菌,鲜货,南华市场,30.00,2014-07-28
鸡枞,野生菌,鲜货,南华市场,180.00,2014-07-28
老人头,野生菌,鲜货,南华市场,35.00,2014-07-28
白葱,野生菌,鲜货,南华市场,75.00,2014-07-28
松茸,野生菌,鲜货,南华市场,140.00,2014-07-28
青头菌,野生菌,鲜货,南华市场,80.00,2014-07-26
红葱,野生菌,鲜货,南华市场,60.00,2014-07-23
黑牛肝菌,野生菌,鲜货,南华市场,65.00,2014-07-21
干巴菌,野生菌,鲜货,南华市场,210.00,2014-07-21
青头菌,野生菌,鲜货,南华市场,80.00,2014-07-18
松茸,野生菌,鲜货,南华市场,200.00,2014-07-11
老人头,野生菌,鲜货,南华市场,50.00,2014-07-08
干巴菌,野生菌,鲜货,南华市场,240.00,2014-07-08
白葱,野生菌,鲜货,南华市场,55.00,2014-07-07
黑牛肝菌,野生菌,鲜货,南华市场,45.00,2014-07-05
红葱,野生菌,鲜货,南华市场,65.00,2014-07-05
干巴菌,野生菌,鲜货,南华市场,260.00,2014-07-05
松茸,野生菌,鲜货,南华市场,200.00,2014-07-05
美味牛肝菌,野生菌,鲜货,南华市场,35.00,2014-07-05
白葱,野生菌,鲜货,南华市场,45.00,2014-07-04
松茸,野生菌,鲜货,南华市场,220.00,2014-07-02
老人头,野生菌,鲜货,南华市场,60.00,2014-07-02
黑牛肝菌,野生菌,鲜货,南华市场,60.00,2014-06-24
松茸,野生菌,鲜货,水木花市场,1800.00,2014-06-21
干巴菌,野生菌,鲜货,水木花市场,350.00,2014-06-21
见手青,野生菌,鲜货,水木花市场,140.00,2014-06-21
白葱,野生菌,鲜货,水木花市场,160.00,2014-06-21
红葱,野生菌,鲜货,水木花市场,160.00,2014-06-21
鸡枞,野生菌,鲜货,水木花市场,600.00,2014-06-21
牛肝菌,野生菌,鲜货,南华市场,50.00,2014-06-21
黑牛肝菌,野生菌,鲜货,南华市场,80.00,2014-06-21
松茸,野生菌,干货,水木花市场,1500.00,2014-06-19
干巴菌,野生菌,鲜货,水木花市场,350.00,2014-06-19
鸡枞,野生菌,鲜货,水木花市场,600.00,2014-06-19
鸡枞,野生菌,鲜货,丽江,70.00,2014-06-16
黑牛肝菌,野生菌,鲜货,南华,55.00,2014-06-16
老人头,野生菌,干货,昆明,260.00,2014-05-22
青头菌,野生菌,速冻,丽江,55.00,2014-03-22
羊肚菌,野生菌,干货,丽江,2100.00,2014-03-22
羊肚菌,野生菌,干货,香格里拉,2000.00,2014-03-22
松茸,野生菌,速冻,香格里拉,250.00,2014-03-22
